timestamp,latitude,longitude,mq135,mq2,mq7,temperature,humidity
2026-06-03T13:00:00,12.959489,77.578703,195.98,139.24,133.52,24.40,58.72
2026-06-03T13:00:45,12.959809,77.577461,122.08,195.93,137.53,24.75,58.19
2026-06-03T13:01:30,12.960005,77.576181,187.32,216.06,178.56,26.02,60.03
2026-06-03T13:02:15,12.960074,77.574880,212.80,141.26,191.96,26.41,59.56
2026-06-03T13:03:00,12.960014,77.573577,157.70,198.29,180.90,26.15,58.82
2026-06-03T13:03:45,12.959826,77.572290,129.05,180.31,127.11,25.34,59.30
2026-06-03T13:04:30,12.959514,77.571040,210.77,181.49,162.84,26.30,55.05
2026-06-03T13:05:15,12.959081,77.569842,201.29,222.10,199.49,25.54,57.00
2026-06-03T13:06:00,12.958533,77.568714,168.16,171.12,138.23,26.21,58.00
2026-06-03T13:06:45,12.957878,77.567673,199.58,131.69,183.50,25.57,53.52
2026-06-03T13:07:30,12.957126,77.566734,192.96,203.50,187.04,26.30,53.22
2026-06-03T13:08:15,12.956286,77.565910,203.93,225.37,193.29,28.00,56.09
2026-06-03T13:09:00,12.955371,77.565213,158.59,202.46,155.63,26.09,57.34
2026-06-03T13:09:45,12.954394,77.564652,194.68,223.24,205.51,28.31,56.70
2026-06-03T13:10:30,12.953368,77.564237,148.05,231.02,200.53,26.76,51.80
2026-06-03T13:11:15,12.952308,77.563973,165.08,133.52,193.19,27.62,52.91
2026-06-03T13:12:00,12.951229,77.563865,157.49,218.16,160.98,27.41,52.08
2026-06-03T13:12:45,12.950146,77.563912,231.88,211.26,160.43,26.66,50.40
2026-06-03T13:13:30,12.949074,77.564116,206.00,228.43,194.61,27.72,50.83
2026-06-03T13:14:15,12.948029,77.564474,215.53,182.44,196.14,27.95,53.23
2026-06-03T13:15:00,12.947026,77.564980,225.05,151.88,167.97,27.40,49.17
2026-06-03T13:15:45,12.946077,77.565627,193.73,228.83,163.85,27.92,52.81
2026-06-03T13:16:30,12.945198,77.566407,296.12,192.06,236.90,27.21,47.71
2026-06-03T13:17:15,12.944401,77.567307,307.46,255.17,238.48,28.21,48.10
2026-06-03T13:18:00,12.943695,77.568317,287.01,217.51,209.46,29.50,47.64
2026-06-03T13:18:45,12.943093,77.569420,309.78,227.77,193.25,28.12,49.15
2026-06-03T13:19:30,12.942601,77.570603,302.16,175.73,189.69,29.63,48.99
2026-06-03T13:20:15,12.942227,77.571847,374.62,216.03,190.99,27.99,50.56
2026-06-03T13:21:00,12.941976,77.573136,336.16,260.73,208.49,29.39,51.47
2026-06-03T13:21:45,12.941852,77.574450,395.52,255.70,225.11,29.71,50.38
2026-06-03T13:22:30,12.941856,77.575772,387.43,201.63,176.01,27.82,49.40
2026-06-03T13:23:15,12.941988,77.577083,401.85,272.00,180.03,29.80,51.72
2026-06-03T13:24:00,12.942246,77.578365,468.72,254.68,236.84,29.90,48.79
2026-06-03T13:24:45,12.942626,77.579598,494.25,259.15,201.68,27.92,46.30
2026-06-03T13:25:30,12.943122,77.580766,545.46,258.07,197.25,28.39,48.59
2026-06-03T13:26:15,12.943728,77.581852,534.71,257.73,215.21,28.78,47.87
2026-06-03T13:27:00,12.944435,77.582840,606.76,242.89,214.67,29.43,47.49
2026-06-03T13:27:45,12.945232,77.583718,642.27,319.32,229.77,29.19,46.52
2026-06-03T13:28:30,12.946108,77.584472,650.12,287.23,260.76,30.03,47.74
2026-06-03T13:29:15,12.947051,77.585092,661.27,309.42,272.34,29.53,50.44
2026-06-03T13:30:00,12.948046,77.585568,626.79,275.55,234.99,28.15,47.24
2026-06-03T13:30:45,12.949080,77.585895,600.91,247.78,208.87,29.71,46.56
2026-06-03T13:31:30,12.950137,77.586068,654.47,247.76,237.27,29.47,46.91
2026-06-03T13:32:15,12.951202,77.586085,610.83,290.91,244.97,27.98,49.22
2026-06-03T13:33:00,12.952261,77.585945,564.45,276.52,225.68,29.32,49.48
2026-06-03T13:33:45,12.953298,77.585650,580.40,267.14,252.97,28.33,53.17
2026-06-03T13:34:30,12.954297,77.585205,531.79,270.68,242.68,29.70,52.49
2026-06-03T13:35:15,12.955245,77.584617,490.68,280.16,253.44,28.62,47.74
2026-06-03T13:36:00,12.956128,77.583894,493.05,314.61,235.33,29.38,48.32
2026-06-03T13:36:45,12.956934,77.583045,447.41,272.55,232.26,27.17,47.95
2026-06-03T13:37:30,12.957649,77.582085,457.18,237.09,183.17,29.24,53.76
2026-06-03T13:38:15,12.958266,77.581025,382.80,245.13,256.98,28.57,49.18
2026-06-03T13:39:00,12.958773,77.579882,332.09,207.37,200.78,28.78,52.40
2026-06-03T13:39:45,12.959165,77.578673,313.81,221.48,200.57,26.77,51.86
2026-06-03T13:40:30,12.959434,77.577413,283.91,269.31,212.75,26.57,52.91
2026-06-03T13:41:15,12.959578,77.576122,258.94,211.95,162.39,27.40,54.35
2026-06-03T13:42:00,12.959595,77.574818,233.96,222.76,202.56,28.64,53.99
2026-06-03T13:42:45,12.959483,77.573520,244.74,243.50,163.77,26.16,56.05
2026-06-03T13:43:30,12.959244,77.572245,237.90,227.61,202.79,26.77,51.28
2026-06-03T13:44:15,12.958882,77.571014,194.42,228.88,185.10,27.49,55.85
2026-06-03T13:45:00,12.958401,77.569843,209.01,171.07,146.40,25.78,53.28
2026-06-03T13:45:45,12.957809,77.568749,211.42,249.76,192.52,26.12,57.63
2026-06-03T13:46:30,12.957113,77.567748,208.17,217.37,157.41,25.65,55.42
2026-06-03T13:47:15,12.956324,77.566854,226.67,184.17,214.91,26.38,56.82
2026-06-03T13:48:00,12.955452,77.566080,208.77,208.27,144.23,26.47,59.60
2026-06-03T13:48:45,12.954510,77.565437,142.27,194.80,153.12,26.30,57.33
2026-06-03T13:49:30,12.953511,77.564935,138.77,215.36,157.15,27.07,56.79
2026-06-03T13:50:15,12.952470,77.564581,160.58,213.31,178.01,26.43,60.14
2026-06-03T13:51:00,12.951400,77.564380,175.05,199.43,127.53,24.49,61.36
2026-06-03T13:51:45,12.950317,77.564335,179.45,190.73,180.71,26.43,59.04
2026-06-03T13:52:30,12.949237,77.564447,182.56,177.48,185.09,24.58,57.76
2026-06-03T13:53:15,12.948174,77.564714,168.37,190.43,155.36,24.42,60.62
