timestamp,latitude,longitude,mq135,mq2,mq7,temperature,humidity
2026-06-02T11:00:00,12.957872,77.590143,207.99,234.28,162.42,26.08,59.07
2026-06-02T11:00:45,12.958585,77.589136,162.89,159.10,171.33,25.99,61.32
2026-06-02T11:01:30,12.959196,77.588035,154.05,231.00,171.13,24.77,59.02
2026-06-02T11:02:15,12.959696,77.586854,221.29,233.22,168.07,25.08,59.96
2026-06-02T11:03:00,12.960079,77.585610,218.47,178.21,206.44,24.98,59.53
2026-06-02T11:03:45,12.960338,77.584320,178.76,151.27,170.20,26.61,60.44
2026-06-02T11:04:30,12.960472,77.583004,157.04,177.37,119.26,26.40,54.44
2026-06-02T11:05:15,12.960477,77.581679,164.39,164.29,192.14,26.12,54.91
2026-06-02T11:06:00,12.960354,77.580365,182.84,189.59,195.21,27.05,56.59
2026-06-02T11:06:45,12.960105,77.579079,159.03,156.99,198.71,26.02,56.00
2026-06-02T11:07:30,12.959734,77.577840,185.99,165.14,167.20,26.29,55.77
2026-06-02T11:08:15,12.959246,77.576666,144.40,179.64,183.73,27.00,55.50
2026-06-02T11:09:00,12.958648,77.575573,154.08,175.77,138.54,26.97,56.41
2026-06-02T11:09:45,12.957949,77.574576,137.66,154.68,131.37,27.57,53.55
2026-06-02T11:10:30,12.957158,77.573690,205.20,180.86,150.40,27.21,52.68
2026-06-02T11:11:15,12.956289,77.572927,163.88,213.66,205.64,27.92,51.45
2026-06-02T11:12:00,12.955352,77.572298,171.14,202.46,166.37,28.75,55.52
2026-06-02T11:12:45,12.954362,77.571811,151.63,203.44,137.18,26.64,49.68
2026-06-02T11:13:30,12.953332,77.571474,199.12,231.56,156.47,26.69,50.91
2026-06-02T11:14:15,12.952278,77.571290,205.86,168.77,190.56,27.05,49.02
2026-06-02T11:15:00,12.951215,77.571263,197.81,177.62,199.87,29.17,48.81
2026-06-02T11:15:45,12.950158,77.571392,181.19,230.61,190.47,28.87,50.55
2026-06-02T11:16:30,12.949123,77.571677,207.66,230.89,192.73,27.25,54.30
2026-06-02T11:17:15,12.948123,77.572111,214.35,232.83,169.20,27.78,51.15
2026-06-02T11:18:00,12.947175,77.572690,214.96,258.83,160.71,27.98,49.00
2026-06-02T11:18:45,12.946290,77.573404,199.21,267.11,224.51,28.79,52.40
2026-06-02T11:19:30,12.945483,77.574244,180.06,260.06,180.51,27.79,46.96
2026-06-02T11:20:15,12.944765,77.575196,272.55,390.57,229.61,28.65,48.47
2026-06-02T11:21:00,12.944146,77.576248,226.90,346.49,226.69,29.72,51.30
