timestamp,latitude,longitude,mq135,mq2,mq7,temperature,humidity
2026-06-10T10:00:00,12.956043,77.590927,240.61,275.88,224.21,25.04,64.45
2026-06-10T10:00:45,12.955402,77.591958,196.96,260.51,180.74,25.95,61.80
2026-06-10T10:01:30,12.954868,77.593078,232.33,275.79,198.67,24.24,58.93
2026-06-10T10:02:15,12.954448,77.594269,228.06,203.62,238.29,24.55,58.71
2026-06-10T10:03:00,12.954148,77.595514,251.86,269.31,206.12,26.49,60.21
2026-06-10T10:03:45,12.953972,77.596795,247.49,228.42,251.10,26.06,55.42
2026-06-10T10:04:30,12.953925,77.598095,223.07,272.88,224.50,26.93,60.44
2026-06-10T10:05:15,12.954005,77.599394,239.42,192.35,245.82,25.94,55.98
2026-06-10T10:06:00,12.954213,77.600674,199.38,235.19,203.14,25.31,58.46
2026-06-10T10:06:45,12.954546,77.601916,231.85,232.26,200.21,26.05,55.61
2026-06-10T10:07:30,12.954998,77.603102,217.66,176.74,200.54,25.72,55.87
2026-06-10T10:08:15,12.955564,77.604215,184.44,226.95,208.77,27.24,53.26
2026-06-10T10:09:00,12.956236,77.605240,217.54,204.01,252.26,26.60,57.89
2026-06-10T10:09:45,12.957004,77.606161,231.86,230.01,220.30,27.40,51.14
2026-06-10T10:10:30,12.957858,77.606965,266.33,308.18,245.58,26.47,50.85
2026-06-10T10:11:15,12.958785,77.607641,239.28,273.96,260.47,26.53,50.49
2026-06-10T10:12:00,12.959773,77.608178,315.17,313.71,235.38,28.07,50.48
2026-06-10T10:12:45,12.960807,77.608570,219.10,247.30,213.08,27.79,51.11
2026-06-10T10:13:30,12.961874,77.608809,241.66,290.29,230.01,28.06,53.57
2026-06-10T10:14:15,12.962957,77.608893,217.76,268.59,247.75,26.91,53.14
2026-06-10T10:15:00,12.964042,77.608821,223.34,282.58,263.46,28.97,48.35
2026-06-10T10:15:45,12.965114,77.608592,259.17,270.82,319.93,27.24,50.09
2026-06-10T10:16:30,12.966157,77.608211,247.03,276.67,285.96,29.33,47.73
2026-06-10T10:17:15,12.967156,77.607682,238.40,253.45,263.64,28.04,49.75
2026-06-10T10:18:00,12.968098,77.607012,283.72,259.24,314.92,28.80,53.17
2026-06-10T10:18:45,12.968969,77.606212,224.01,284.61,310.73,27.74,53.05
2026-06-10T10:19:30,12.969757,77.605293,222.18,298.12,323.86,28.95,48.14
2026-06-10T10:20:15,12.970452,77.604266,275.51,302.71,328.78,28.82,47.79
2026-06-10T10:21:00,12.971042,77.603148,279.58,319.43,365.53,29.27,49.82
2026-06-10T10:21:45,12.971520,77.601953,313.96,275.38,451.73,29.84,48.22
2026-06-10T10:22:30,12.971880,77.600699,248.93,299.35,475.11,29.43,51.21
2026-06-10T10:23:15,12.972116,77.599403,259.55,302.62,490.49,29.87,52.27
2026-06-10T10:24:00,12.972225,77.598083,253.01,300.11,520.96,29.22,47.51
2026-06-10T10:24:45,12.972205,77.596758,249.71,338.66,503.58,29.43,48.91
2026-06-10T10:25:30,12.972058,77.595448,305.84,330.54,578.76,28.97,46.49
2026-06-10T10:26:15,12.971786,77.594169,295.17,285.14,544.04,28.79,50.70
2026-06-10T10:27:00,12.971392,77.592941,267.94,403.53,640.91,29.88,48.93
2026-06-10T10:27:45,12.970882,77.591781,275.40,349.41,582.46,29.56,48.19
2026-06-10T10:28:30,12.970264,77.590705,322.60,376.71,634.39,29.88,51.08
2026-06-10T10:29:15,12.969547,77.589729,325.25,321.24,669.24,29.00,48.41
2026-06-10T10:30:00,12.968741,77.588865,304.26,381.22,608.12,28.42,48.52
2026-06-10T10:30:45,12.967857,77.588127,314.24,373.70,656.00,27.81,49.47
2026-06-10T10:31:30,12.966909,77.587524,314.63,401.25,612.78,29.50,52.56
2026-06-10T10:32:15,12.965911,77.587065,302.74,360.07,588.96,29.00,51.14
2026-06-10T10:33:00,12.964876,77.586757,288.39,381.02,625.70,29.43,51.37
2026-06-10T10:33:45,12.963819,77.586603,288.43,330.55,563.43,28.37,52.08
2026-06-10T10:34:30,12.962756,77.586606,322.96,364.51,592.10,29.57,50.73
2026-06-10T10:35:15,12.961702,77.586765,336.74,314.14,536.33,28.30,49.19
2026-06-10T10:36:00,12.960673,77.587078,325.51,311.43,477.98,27.69,51.65
2026-06-10T10:36:45,12.959683,77.587541,316.95,326.29,426.43,29.23,49.24
2026-06-10T10:37:30,12.958746,77.588146,284.57,279.35,444.04,27.59,51.72
2026-06-10T10:38:15,12.957876,77.588885,310.51,266.52,384.19,28.46,48.47
2026-06-10T10:39:00,12.957085,77.589747,307.67,283.42,414.12,26.90,51.48
2026-06-10T10:39:45,12.956385,77.590720,268.22,300.43,357.39,28.55,50.16
2026-06-10T10:40:30,12.955787,77.591789,282.51,230.35,309.62,27.42,51.95
2026-06-10T10:41:15,12.955298,77.592940,242.04,237.08,273.37,28.07,51.62
2026-06-10T10:42:00,12.954926,77.594155,254.09,265.57,258.84,28.02,54.51
2026-06-10T10:42:45,12.954677,77.595417,249.67,290.41,305.24,26.81,54.79
2026-06-10T10:43:30,12.954553,77.596708,273.57,233.11,235.42,27.33,54.61
2026-06-10T10:44:15,12.954558,77.598010,205.59,253.33,265.62,28.18,51.43
2026-06-10T10:45:00,12.954690,77.599303,203.82,278.16,269.12,28.07,54.79
2026-06-10T10:45:45,12.954949,77.600570,242.12,194.59,219.19,26.19,57.89
2026-06-10T10:46:30,12.955331,77.601791,214.40,190.82,246.77,26.17,57.92
2026-06-10T10:47:15,12.955831,77.602949,185.68,204.30,202.73,26.80,59.75
2026-06-10T10:48:00,12.956441,77.604029,230.64,252.61,259.88,26.31,56.19
2026-06-10T10:48:45,12.957153,77.605013,243.30,263.87,208.60,26.59,56.56
2026-06-10T10:49:30,12.957958,77.605888,231.49,253.05,241.42,25.53,61.65
2026-06-10T10:50:15,12.958843,77.606641,249.14,230.27,231.20,25.87,58.11
2026-06-10T10:51:00,12.959797,77.607261,258.78,265.87,221.88,24.41,58.81
2026-06-10T10:51:45,12.960805,77.607740,218.02,271.17,195.96,24.88,57.23
