timestamp,latitude,longitude,mq135,mq2,mq7,temperature,humidity
2026-06-05T12:00:00,12.991941,77.597227,191.36,235.60,176.31,26.10,57.61
2026-06-05T12:00:45,12.991443,77.596061,176.11,261.67,200.24,24.56,61.20
2026-06-05T12:01:30,12.990835,77.594976,209.30,238.79,191.76,25.43,58.95
2026-06-05T12:02:15,12.990127,77.593989,191.24,160.81,220.13,25.46,61.79
2026-06-05T12:03:00,12.989328,77.593113,179.76,200.05,162.10,24.85,57.21
2026-06-05T12:03:45,12.988450,77.592361,187.17,168.19,176.79,25.59,60.70
2026-06-05T12:04:30,12.987506,77.591742,212.71,181.89,214.71,27.17,58.84
2026-06-05T12:05:15,12.986509,77.591267,212.60,162.66,195.62,26.19,60.26
2026-06-05T12:06:00,12.985473,77.590941,177.98,171.97,225.43,27.45,58.02
2026-06-05T12:06:45,12.984414,77.590769,245.54,192.34,215.38,25.37,56.39
2026-06-05T12:07:30,12.983346,77.590754,233.05,231.72,203.33,26.68,52.41
2026-06-05T12:08:15,12.982285,77.590895,211.70,186.12,223.30,25.71,57.58
2026-06-05T12:09:00,12.981246,77.591191,276.97,202.79,193.08,26.18,52.77
2026-06-05T12:09:45,12.980243,77.591637,221.57,226.99,209.82,26.95,54.93
2026-06-05T12:10:30,12.979293,77.592226,252.91,262.75,219.77,28.18,55.85
2026-06-05T12:11:15,12.978407,77.592951,212.89,165.90,158.36,26.68,53.61
2026-06-05T12:12:00,12.977599,77.593801,238.06,262.51,183.43,27.67,49.99
2026-06-05T12:12:45,12.976880,77.594763,258.82,221.69,176.92,26.71,55.78
2026-06-05T12:13:30,12.976260,77.595824,191.12,260.73,190.29,28.97,53.03
2026-06-05T12:14:15,12.975750,77.596969,218.24,176.98,178.28,27.36,54.40
2026-06-05T12:15:00,12.975355,77.598180,215.33,241.61,177.93,29.27,53.28
2026-06-05T12:15:45,12.975082,77.599442,203.36,215.68,230.63,27.82,53.27
2026-06-05T12:16:30,12.974935,77.600735,250.74,159.40,172.83,29.49,51.01
2026-06-05T12:17:15,12.974915,77.602041,253.38,242.19,220.17,27.41,51.62
2026-06-05T12:18:00,12.975024,77.603342,231.33,187.53,218.04,28.81,52.20
2026-06-05T12:18:45,12.975259,77.604619,220.62,185.08,175.20,28.02,47.70
2026-06-05T12:19:30,12.975618,77.605853,294.71,210.26,166.26,28.30,47.20
2026-06-05T12:20:15,12.976096,77.607027,297.82,199.59,190.47,27.72,52.65
2026-06-05T12:21:00,12.976685,77.608124,358.12,215.29,215.68,27.91,48.26
2026-06-05T12:21:45,12.977378,77.609128,341.13,213.60,195.58,27.82,47.75
2026-06-05T12:22:30,12.978164,77.610025,399.60,217.13,192.27,28.41,52.50
2026-06-05T12:23:15,12.979033,77.610802,443.85,235.77,212.18,29.68,51.75
2026-06-05T12:24:00,12.979972,77.611448,416.59,284.13,190.53,28.51,52.40
2026-06-05T12:24:45,12.980969,77.611953,479.15,252.08,226.17,28.36,48.21
2026-06-05T12:25:30,12.982008,77.612311,462.05,268.15,234.65,29.10,50.30
2026-06-05T12:26:15,12.983075,77.612515,539.08,311.01,250.39,28.50,50.35
2026-06-05T12:27:00,12.984155,77.612564,562.02,299.31,268.95,28.38,50.11
2026-06-05T12:27:45,12.985233,77.612456,558.31,354.51,264.50,28.75,49.07
2026-06-05T12:28:30,12.986294,77.612192,617.78,344.79,262.58,29.92,49.33
2026-06-05T12:29:15,12.987321,77.611777,618.77,310.60,240.72,29.30,45.95
2026-06-05T12:30:00,12.988302,77.611216,627.51,352.63,313.86,28.75,45.81
2026-06-05T12:30:45,12.989222,77.610517,600.53,309.60,264.16,28.75,48.59
2026-06-05T12:31:30,12.990068,77.609690,612.45,302.86,238.90,27.89,48.90
2026-06-05T12:32:15,12.990827,77.608746,621.78,267.65,243.45,28.67,47.60
2026-06-05T12:33:00,12.991490,77.607700,553.94,312.53,240.59,28.24,52.01
2026-06-05T12:33:45,12.992047,77.606565,546.32,307.25,230.15,29.81,48.25
2026-06-05T12:34:30,12.992490,77.605358,488.72,303.39,206.36,28.35,48.06
2026-06-05T12:35:15,12.992813,77.604096,430.05,274.98,209.93,28.71,49.74
2026-06-05T12:36:00,12.993011,77.602797,443.95,273.26,183.51,27.45,53.39
2026-06-05T12:36:45,12.993082,77.601479,392.80,216.45,237.14,28.37,52.05
2026-06-05T12:37:30,12.993025,77.600162,385.64,228.29,241.56,28.49,53.58
2026-06-05T12:38:15,12.992840,77.598863,351.21,186.91,177.18,27.18,50.35
2026-06-05T12:39:00,12.992530,77.597601,332.18,226.73,187.29,27.70,49.86
2026-06-05T12:39:45,12.992100,77.596394,320.84,277.13,213.17,27.83,49.90
2026-06-05T12:40:30,12.991557,77.595259,245.52,203.66,163.79,26.86,55.01
2026-06-05T12:41:15,12.990907,77.594213,265.36,232.64,191.47,28.42,53.12
2026-06-05T12:42:00,12.990161,77.593269,255.60,175.92,163.24,27.55,51.28
2026-06-05T12:42:45,12.989328,77.592442,267.59,221.82,174.23,26.40,55.96
2026-06-05T12:43:30,12.988422,77.591743,248.89,158.48,202.29,27.29,57.90
2026-06-05T12:44:15,12.987454,77.591182,250.40,196.68,236.38,26.90,53.86
2026-06-05T12:45:00,12.986440,77.590767,249.67,227.28,168.70,27.62,56.00
2026-06-05T12:45:45,12.985392,77.590503,224.60,177.41,170.28,26.01,53.81
2026-06-05T12:46:30,12.984328,77.590395,180.04,199.67,170.33,27.04,54.87
2026-06-05T12:47:15,12.983261,77.590443,252.70,231.26,172.46,27.50,58.84
2026-06-05T12:48:00,12.982207,77.590648,258.90,192.95,238.74,25.62,58.82
2026-06-05T12:48:45,12.981181,77.591006,242.60,225.60,215.57,25.49,57.25
2026-06-05T12:49:30,12.980198,77.591511,251.50,181.99,205.64,25.35,61.42
2026-06-05T12:50:15,12.979272,77.592157,219.11,185.44,235.57,26.26,60.50
2026-06-05T12:51:00,12.978416,77.592934,217.61,186.15,212.80,24.85,58.92
2026-06-05T12:51:45,12.977643,77.593831,233.50,192.81,197.64,25.51,59.84
2026-06-05T12:52:30,12.976964,77.594835,190.36,188.31,229.38,25.08,57.84
2026-06-05T12:53:15,12.976388,77.595932,196.72,275.56,191.59,25.45,58.42
