timestamp,latitude,longitude,mq135,mq2,mq7,temperature,humidity
2026-06-08T12:00:00,12.936378,77.600154,279.93,214.58,233.16,25.55,58.40
2026-06-08T12:00:45,12.935320,77.600300,274.50,244.66,219.44,26.33,63.38
2026-06-08T12:01:30,12.934284,77.600601,279.24,284.89,218.74,24.47,59.33
2026-06-08T12:02:15,12.933286,77.601051,234.03,269.35,258.54,26.04,62.46
2026-06-08T12:03:00,12.932339,77.601645,232.49,205.00,198.51,26.12,62.26
2026-06-08T12:03:45,12.931459,77.602374,240.76,263.22,218.00,24.95,57.33
2026-06-08T12:04:30,12.930656,77.603227,231.14,216.63,228.98,26.87,56.35
2026-06-08T12:05:15,12.929944,77.604191,224.37,185.00,193.02,26.63,55.24
2026-06-08T12:06:00,12.929331,77.605255,183.50,184.46,219.80,26.84,55.41
2026-06-08T12:06:45,12.928827,77.606401,221.38,166.12,217.76,27.13,58.90
2026-06-08T12:07:30,12.928440,77.607613,193.34,249.03,231.38,26.20,57.01
2026-06-08T12:08:15,12.928174,77.608874,245.09,261.55,192.14,27.00,51.98
2026-06-08T12:09:00,12.928035,77.610166,239.13,259.75,237.31,28.01,56.36
2026-06-08T12:09:45,12.928023,77.611471,225.23,239.46,239.58,28.29,53.03
2026-06-08T12:10:30,12.928139,77.612769,194.36,196.84,220.81,27.03,53.53
2026-06-08T12:11:15,12.928382,77.614042,207.85,186.68,192.05,27.97,51.19
2026-06-08T12:12:00,12.928748,77.615272,172.45,258.83,222.44,27.99,53.13
2026-06-08T12:12:45,12.929233,77.616441,233.25,203.32,201.18,26.97,49.78
2026-06-08T12:13:30,12.929829,77.617532,216.69,186.04,210.13,27.17,51.24
2026-06-08T12:14:15,12.930528,77.618530,228.84,223.85,266.66,28.76,55.43
2026-06-08T12:15:00,12.931320,77.619420,221.66,278.37,266.63,28.39,54.93
2026-06-08T12:15:45,12.932195,77.620190,253.41,277.52,255.28,28.30,49.87
2026-06-08T12:16:30,12.933139,77.620828,242.27,295.67,301.45,27.21,53.87
2026-06-08T12:17:15,12.934139,77.621324,277.62,228.81,346.02,28.49,47.34
2026-06-08T12:18:00,12.935181,77.621673,274.22,309.12,340.31,27.54,50.78
2026-06-08T12:18:45,12.936252,77.621869,313.72,326.11,431.24,29.17,47.85
2026-06-08T12:19:30,12.937334,77.621909,238.58,255.73,431.37,28.79,50.57
2026-06-08T12:20:15,12.938414,77.621792,260.09,315.23,438.78,27.56,51.05
2026-06-08T12:21:00,12.939475,77.621519,311.95,363.59,513.72,29.26,46.66
2026-06-08T12:21:45,12.940503,77.621095,329.55,327.71,516.27,29.47,49.06
2026-06-08T12:22:30,12.941483,77.620526,309.35,367.41,575.08,28.62,51.44
2026-06-08T12:23:15,12.942402,77.619819,303.15,408.41,692.22,29.63,50.84
2026-06-08T12:24:00,12.943246,77.618985,334.95,405.73,683.10,27.76,49.82
2026-06-08T12:24:45,12.944004,77.618034,321.11,438.17,787.39,28.60,48.46
2026-06-08T12:25:30,12.944664,77.616981,296.76,383.79,812.66,28.26,46.80
2026-06-08T12:26:15,12.945218,77.615841,364.04,471.57,875.52,28.91,49.35
2026-06-08T12:27:00,12.945658,77.614630,284.06,437.63,852.04,28.59,46.40
2026-06-08T12:27:45,12.945977,77.613364,332.50,465.31,872.52,28.87,49.84
2026-06-08T12:28:30,12.946171,77.612062,348.70,438.09,911.40,28.80,45.61
2026-06-08T12:29:15,12.946239,77.610742,352.62,436.69,948.60,28.07,50.77
2026-06-08T12:30:00,12.946177,77.609422,330.83,433.34,939.30,28.14,49.98
2026-06-08T12:30:45,12.945989,77.608123,325.42,466.51,924.95,29.81,46.39
2026-06-08T12:31:30,12.945676,77.606861,323.06,384.11,901.10,28.61,50.12
2026-06-08T12:32:15,12.945243,77.605655,339.25,485.56,884.70,29.44,48.72
2026-06-08T12:33:00,12.944696,77.604522,355.64,414.63,856.69,28.75,49.12
2026-06-08T12:33:45,12.944044,77.603478,353.58,446.52,821.66,27.85,50.14
2026-06-08T12:34:30,12.943295,77.602537,336.74,401.08,783.02,29.14,50.16
