timestamp,latitude,longitude,mq135,mq2,mq7,temperature,humidity
2026-06-06T11:00:00,12.953808,77.616779,215.51,168.52,207.39,25.54,62.79
2026-06-06T11:00:45,12.952970,77.615955,151.72,164.38,149.56,25.40,60.61
2026-06-06T11:01:30,12.952057,77.615258,173.97,156.65,204.62,25.82,59.78
2026-06-06T11:02:15,12.951083,77.614699,217.49,160.59,175.16,25.05,58.59
2026-06-06T11:03:00,12.950060,77.614285,248.98,255.28,191.68,25.86,59.66
2026-06-06T11:03:45,12.949004,77.614023,185.81,235.95,226.84,26.16,57.96
2026-06-06T11:04:30,12.947930,77.613915,203.19,198.65,234.90,25.69,57.36
2026-06-06T11:05:15,12.946853,77.613965,245.51,206.54,218.23,26.75,55.84
2026-06-06T11:06:00,12.945787,77.614170,262.20,264.73,187.85,26.64,54.66
2026-06-06T11:06:45,12.944749,77.614529,256.14,261.59,198.07,26.28,54.53
2026-06-06T11:07:30,12.943753,77.615036,252.59,173.67,191.64,26.27,55.07
2026-06-06T11:08:15,12.942813,77.615684,239.84,203.17,212.93,28.04,52.40
2026-06-06T11:09:00,12.941943,77.616464,185.82,250.67,224.36,26.78,53.43
2026-06-06T11:09:45,12.941155,77.617364,224.09,224.46,226.13,27.27,52.04
2026-06-06T11:10:30,12.940459,77.618373,223.88,243.79,158.98,26.91,54.64
2026-06-06T11:11:15,12.939867,77.619475,220.26,200.64,197.86,28.55,51.78
2026-06-06T11:12:00,12.939385,77.620655,182.97,236.89,178.05,28.00,54.30
2026-06-06T11:12:45,12.939022,77.621896,154.15,151.25,178.63,27.37,52.92
2026-06-06T11:13:30,12.938782,77.623181,181.96,233.02,214.31,28.42,49.75
2026-06-06T11:14:15,12.938669,77.624491,189.97,218.34,175.33,29.12,52.95
2026-06-06T11:15:00,12.938684,77.625808,167.12,261.57,176.09,27.27,53.63
2026-06-06T11:15:45,12.938827,77.627112,178.81,262.63,172.03,29.07,47.97
2026-06-06T11:16:30,12.939096,77.628386,234.33,207.08,230.88,27.19,53.20
2026-06-06T11:17:15,12.939487,77.629612,190.63,233.75,240.53,27.97,53.07
2026-06-06T11:18:00,12.939994,77.630771,210.73,209.08,177.21,28.53,47.34
2026-06-06T11:18:45,12.940610,77.631847,254.75,317.57,213.08,27.58,49.97
2026-06-06T11:19:30,12.941326,77.632826,231.61,310.84,193.00,28.34,53.35
2026-06-06T11:20:15,12.942132,77.633693,247.62,327.51,253.40,27.88,52.87
2026-06-06T11:21:00,12.943017,77.634436,236.03,354.02,196.13,28.39,51.47
2026-06-06T11:21:45,12.943968,77.635044,220.90,336.59,277.19,28.64,52.72
2026-06-06T11:22:30,12.944970,77.635509,206.97,327.50,213.23,29.71,48.75
2026-06-06T11:23:15,12.946011,77.635823,270.87,421.85,256.50,29.25,48.50
